DATE,PRCP,TMAX,TMIN,RAIN
10-03-99,0,50,39,0
11-03-99,0,52,33,0
12-03-99,0.67,47,42,1
13-03-99,0.56,54,45,1
14-03-99,0.21,50,41,1
15-03-99,0.06,44,37,1
16-03-99,0,50,37,0
17-03-99,0.02,52,40,1
18-03-99,0.02,52,40,1
19-03-99,0,60,40,0
20-03-99,0,63,42,0
21-03-99,0.1,56,46,1
22-03-99,0.15,64,45,1
23-03-99,0,58,43,0
24-03-99,0.27,52,42,1
25-03-99,0.08,51,38,1
26-03-99,0.02,45,38,1
27-03-99,0.04,45,36,1
28-03-99,0.26,47,32,1
29-03-99,0.17,48,38,1
30-03-99,0,48,34,0
31-03-99,0,50,35,0
01-04-99,0,55,34,0
02-04-99,0.19,52,35,1
03-04-99,0.12,46,35,1
04-04-99,0.06,45,36,1
05-04-99,0.01,52,35,1
06-04-99,0,56,34,0
07-04-99,0.1,49,41,1
08-04-99,0.04,49,37,1
09-04-99,0,48,35,0
10-04-99,0.08,53,41,1
11-04-99,0,64,37,0
12-04-99,0.02,55,42,1
13-04-99,0,53,38,0
14-04-99,0,62,35,0
15-04-99,0,74,42,0
16-04-99,0,81,48,0
17-04-99,0,68,49,0
18-04-99,0,59,45,0
19-04-99,0.21,49,43,1
20-04-99,0.17,52,42,1
21-04-99,0,51,40,0
22-04-99,0,61,39,0
23-04-99,0,68,42,0
24-04-99,0,72,43,0
25-04-99,0.18,57,42,1
26-04-99,0.01,50,39,1
27-04-99,0.21,53,39,1
28-04-99,0,58,40,0
29-04-99,0,63,41,0
30-04-99,0.09,64,42,1
01-05-99,0.05,54,44,1
02-05-99,0.2,49,43,1
03-05-99,0.18,53,42,1
04-05-99,0,53,39,0
05-05-99,0,61,40,0
06-05-99,0.1,59,40,1
07-05-99,0.19,48,38,1
08-05-99,0,51,36,0
09-05-99,0.09,53,38,1
10-05-99,0,58,38,0
11-05-99,0.18,55,45,1
12-05-99,0.22,53,43,1
13-05-99,0.04,54,41,1
14-05-99,0,57,40,0
15-05-99,0,57,44,0
16-05-99,0.06,56,46,1
17-05-99,0.65,57,47,1
18-05-99,0.04,59,48,1
19-05-99,0,58,43,0
20-05-99,0,60,44,0
21-05-99,0,63,46,0
22-05-99,0,70,47,0
23-05-99,0,78,50,0
24-05-99,0,71,54,0
25-05-99,0.11,61,48,1
26-05-99,0,68,44,0
27-05-99,0,70,49,0
28-05-99,0,64,48,0
29-05-99,0,68,45,0
30-05-99,0,69,46,0
31-05-99,0.01,61,49,1
01-06-99,0,57,45,0
02-06-99,0,61,43,0
03-06-99,0,66,46,0
04-06-99,0,57,49,0
05-06-99,0.07,58,46,1
06-06-99,0,57,43,0
07-06-99,0,60,45,0
08-06-99,0.09,59,47,1
09-06-99,0,63,49,0
10-06-99,0,66,48,0
11-06-99,0,79,48,0
12-06-99,0,85,55,0
13-06-99,0,82,61,0
14-06-99,0,84,57,0
15-06-99,0,67,54,0
16-06-99,0,70,53,0
17-06-99,0,70,52,0
18-06-99,0.02,65,52,1
19-06-99,0,65,53,0
20-06-99,0.17,62,53,1
21-06-99,0.09,61,53,1
22-06-99,0.06,62,51,1
23-06-99,0.29,69,53,1
24-06-99,1,65,53,1
25-06-99,0,66,51,0
26-06-99,0,62,50,0
27-06-99,0,64,50,0
28-06-99,0.04,60,49,1
29-06-99,0.02,64,53,1
30-06-99,0.01,65,55,1
01-07-99,0,63,50,0
02-07-99,0.32,62,48,1
03-07-99,0.03,61,50,1
04-07-99,0,67,52,0
05-07-99,0,74,50,0
06-07-99,0,81,55,0
07-07-99,0,63,53,0
08-07-99,0,71,50,0
09-07-99,0,86,54,0
10-07-99,0,83,57,0
11-07-99,0,82,54,0
12-07-99,0,77,57,0
13-07-99,0,73,53,0
14-07-99,0,65,52,0
15-07-99,0,68,50,0
16-07-99,0.64,62,54,1
17-07-99,0.17,58,53,1
18-07-99,0,69,52,0
19-07-99,0,79,52,0
20-07-99,0,75,54,0
21-07-99,0,69,56,0
22-07-99,0,74,56,0
23-07-99,0,70,53,0
24-07-99,0.02,67,54,1
25-07-99,0,67,50,0
26-07-99,0,77,51,0
27-07-99,0,83,54,0
28-07-99,0,82,55,0
29-07-99,0,66,54,0
30-07-99,0,73,57,0
31-07-99,0,77,56,0
01-08-99,0,72,53,0
02-08-99,0,80,53,0
03-08-99,0.21,74,57,1
04-08-99,0.06,79,55,1
05-08-99,0.05,77,58,1
06-08-99,0.25,71,60,1
07-08-99,0.07,70,59,1
08-08-99,0,76,56,0
09-08-99,0,78,58,0
10-08-99,0,80,56,0
11-08-99,0,63,57,0
12-08-99,0,72,56,0
13-08-99,0.02,68,56,1
14-08-99,0,69,56,0
15-08-99,0.17,61,55,1
16-08-99,0,78,57,0
17-08-99,0,79,58,0
18-08-99,0,72,55,0
19-08-99,0,74,58,0
20-08-99,0,76,55,0
21-08-99,0,75,59,0
22-08-99,0,77,55,0
23-08-99,0,82,57,0
24-08-99,0,79,54,0
25-08-99,0,74,59,0
26-08-99,0,77,55,0
27-08-99,0,79,58,0
28-08-99,0,72,60,0
29-08-99,0.06,63,53,1
30-08-99,0.03,64,51,1
31-08-99,0,65,50,0
01-09-99,0,69,47,0
02-09-99,0,74,51,0
03-09-99,0,76,49,0
04-09-99,0,73,53,0
05-09-99,0.02,67,57,1
06-09-99,0,68,54,0
07-09-99,0,70,49,0
08-09-99,0,81,52,0
09-09-99,0,70,51,0
10-09-99,0,68,48,0
11-09-99,0,73,51,0
12-09-99,0,80,54,0
13-09-99,0,87,55,0
14-09-99,0,80,52,0
15-09-99,0,58,52,0
16-09-99,0,64,51,0
17-09-99,0,68,51,0
18-09-99,0,76,55,0
19-09-99,0,82,55,0
20-09-99,0,79,55,0
21-09-99,0,78,55,0
22-09-99,0,81,52,0
23-09-99,0.07,59,50,1
24-09-99,0.08,60,49,1
25-09-99,0,67,48,0
26-09-99,0,61,44,0
27-09-99,0,60,44,0
28-09-99,0,70,42,0
29-09-99,0,67,47,0
30-09-99,0,61,47,0
01-10-99,0,62,42,0
02-10-99,0,66,46,0
03-10-99,0,69,45,0
04-10-99,0,66,46,0
05-10-99,0,60,50,0
06-10-99,0.01,64,52,1
07-10-99,0.22,58,53,1
08-10-99,0.64,57,50,1
09-10-99,0.01,59,46,1
10-10-99,0,54,43,0
11-10-99,0.09,53,47,1
12-10-99,0.01,59,48,1
13-10-99,0.02,60,48,1
14-10-99,0,58,46,0
15-10-99,0,55,40,0
16-10-99,0,59,36,0
17-10-99,0,61,40,0
18-10-99,0,63,44,0
19-10-99,0,67,47,0
20-10-99,0,64,41,0
21-10-99,0,67,41,0
22-10-99,0,66,42,0
23-10-99,0.03,55,45,1
24-10-99,0,58,45,0
25-10-99,0.14,54,45,1
26-10-99,0,53,41,0
27-10-99,0.3,54,40,1
28-10-99,0.25,55,47,1
29-10-99,0.06,52,46,1
30-10-99,0.39,58,48,1
31-10-99,0.09,55,41,1
01-11-99,0,58,38,0
02-11-99,0,50,37,0
03-11-99,0.06,54,38,1
04-11-99,0,50,36,0
05-11-99,0.29,50,34,1
06-11-99,0.38,61,48,1
07-11-99,0,61,49,0
08-11-99,0.27,55,48,1
09-11-99,0.83,56,47,1
10-11-99,0.54,53,47,1
11-11-99,1.06,61,48,1
12-11-99,1.52,53,46,1
13-11-99,0.29,52,45,1
14-11-99,0,62,47,0
15-11-99,0.08,57,47,1
16-11-99,0.47,57,47,1
17-11-99,0.14,50,42,1
18-11-99,0,53,38,0
19-11-99,0.28,54,47,1
20-11-99,0.82,48,39,1
21-11-99,0.09,47,39,1
22-11-99,0.17,46,41,1
23-11-99,0.02,48,42,1
24-11-99,0.32,51,44,1
25-11-99,1.03,48,41,1
26-11-99,0.13,47,39,1
27-11-99,0.3,45,38,1
28-11-99,0,59,42,0
29-11-99,0.21,59,40,1
30-11-99,0.3,51,44,1
01-12-99,0.23,49,43,1
02-12-99,0.34,50,36,1
03-12-99,0,46,35,0
04-12-99,0.19,53,34,1
05-12-99,0.17,48,43,1
06-12-99,0.39,50,42,1
07-12-99,0,48,39,0
08-12-99,0.3,45,39,1
09-12-99,0.15,47,41,1
10-12-99,0.01,46,41,1
11-12-99,0.04,50,46,1
12-12-99,0.86,48,37,1
13-12-99,0.12,42,36,1
14-12-99,0.14,48,39,1
15-12-99,1.4,52,48,1
16-12-99,0.09,51,42,1
17-12-99,0.35,53,41,1
18-12-99,0,49,40,0
19-12-99,0.08,45,40,1
20-12-99,0,47,41,0
21-12-99,0,46,37,0
22-12-99,0,40,36,0
23-12-99,0,42,33,0
24-12-99,0,41,32,0
25-12-99,0,42,31,0
26-12-99,0,39,30,0
27-12-99,0,38,30,0
28-12-99,0,45,31,0
29-12-99,0,40,35,0
30-12-99,0.02,43,39,1
31-12-99,0.18,45,36,1
01-01-00,0.27,43,37,1
02-01-00,0,45,37,0
03-01-00,0.28,47,36,1
04-01-00,0.3,50,42,1
05-01-00,0,44,37,0
06-01-00,0.03,41,33,1
07-01-00,0.21,46,40,1
08-01-00,0.32,46,36,1
09-01-00,0.19,44,35,1
10-01-00,0.19,36,34,1
11-01-00,0.06,37,34,1
12-01-00,0.21,38,32,1
13-01-00,0.1,40,36,1
14-01-00,0.29,44,37,1
15-01-00,0,43,34,0
16-01-00,0.28,50,36,1
17-01-00,0.01,49,35,1
18-01-00,0,41,30,0
19-01-00,0.09,44,29,1
20-01-00,0.14,47,35,1
21-01-00,0.19,48,39,1
22-01-00,0.02,46,37,1
23-01-00,0,46,33,0
24-01-00,0,51,33,0
25-01-00,0.1,48,38,1
26-01-00,0,44,35,0
27-01-00,0,47,35,0
28-01-00,0,48,29,0
29-01-00,0,52,34,0
30-01-00,0.03,47,39,1
31-01-00,0.46,50,37,1
01-02-00,1.34,49,41,1
02-02-00,0,46,38,0
03-02-00,0,59,40,0
04-02-00,0,55,40,0
05-02-00,0.06,56,36,1
06-02-00,0,57,43,0
07-02-00,0.34,52,43,1
08-02-00,0.74,49,41,1
09-02-00,0.01,49,38,1
10-02-00,0,48,33,0
11-02-00,0,48,36,0
12-02-00,0,42,36,0
13-02-00,0.01,48,32,1
14-02-00,0.5,42,36,1
15-02-00,0.01,47,38,1
16-02-00,0,46,35,0
17-02-00,0,48,31,0
18-02-00,0,49,31,0
19-02-00,0,55,31,0
20-02-00,0,58,37,0
21-02-00,0.19,48,43,1
22-02-00,0.61,49,39,1
23-02-00,0,49,38,0
24-02-00,0,47,34,0
25-02-00,0.27,49,33,1
26-02-00,0.25,50,39,1
27-02-00,0.17,52,42,1
28-02-00,0.11,48,41,1
29-02-00,0.64,52,42,1
01-03-00,0,48,39,0
02-03-00,0.37,51,42,1
03-03-00,0.34,48,44,1
04-03-00,0.39,44,36,1
05-03-00,0,46,34,0
06-03-00,0,47,32,0
07-03-00,0,53,34,0
08-03-00,0.04,47,42,1
09-03-00,0.05,51,40,1
10-03-00,0.1,56,35,1
11-03-00,0.03,49,38,1
12-03-00,0,47,36,0
13-03-00,0.46,58,42,1
14-03-00,0.03,49,37,1
15-03-00,0.04,50,34,1
16-03-00,0.22,51,40,1
17-03-00,0.05,46,40,1
18-03-00,0.18,50,40,1
19-03-00,0,46,37,0
20-03-00,0,49,32,0
21-03-00,0,55,43,0
22-03-00,0.44,52,40,1
23-03-00,0,51,38,0
24-03-00,0,54,35,0
25-03-00,0,51,39,0
26-03-00,0,58,35,0
27-03-00,0.06,50,42,1
28-03-00,0.01,50,38,1
29-03-00,0.01,52,35,1
30-03-00,0,58,37,0
31-03-00,0,62,41,0
01-04-00,0,64,45,0
02-04-00,0,63,43,0
03-04-00,0,68,44,0
04-04-00,0,54,39,0
05-04-00,0.02,49,40,1
06-04-00,0.12,50,39,1
07-04-00,0,59,38,0
08-04-00,0,62,42,0
09-04-00,0,55,46,0
10-04-00,0,63,42,0
11-04-00,0,68,45,0
12-04-00,0,67,48,0
13-04-00,0.35,59,49,1
14-04-00,0.14,52,46,1
15-04-00,0.13,56,46,1
16-04-00,0,53,45,0
17-04-00,0,62,43,0
18-04-00,0,63,43,0
19-04-00,0,60,46,0
20-04-00,0,64,47,0
21-04-00,0.1,63,47,1
22-04-00,0.01,54,44,1
23-04-00,0.1,52,37,1
24-04-00,0,55,35,0
25-04-00,0.34,53,42,1
26-04-00,0,62,41,0
27-04-00,0.07,61,42,1
28-04-00,0.1,52,41,1
29-04-00,0,56,38,0
30-04-00,0,65,46,0
01-05-00,0.16,62,48,1
02-05-00,0.02,63,49,1
03-05-00,0.24,56,45,1
04-05-00,0.24,54,44,1
05-05-00,0.08,53,42,1
06-05-00,0,59,39,0
07-05-00,0,62,42,0
08-05-00,0.12,54,46,1
09-05-00,0.74,52,44,1
10-05-00,0.61,53,42,1
11-05-00,0,57,43,0
12-05-00,0,58,41,0
13-05-00,0,62,47,0
14-05-00,0,73,53,0
15-05-00,0,70,50,0
16-05-00,0,69,49,0
17-05-00,0,59,49,0
18-05-00,0.4,62,48,1
19-05-00,0,64,52,0
20-05-00,0,61,52,0
21-05-00,0.09,67,53,1
22-05-00,0,63,50,0
23-05-00,0,63,50,0
24-05-00,0,66,45,0
25-05-00,0,62,43,0
26-05-00,0.18,63,46,1
27-05-00,0.17,63,50,1
28-05-00,0.07,61,49,1
29-05-00,0.08,60,49,1
30-05-00,0.03,52,48,1
31-05-00,0.04,57,49,1
01-06-00,0,68,48,0
02-06-00,0,67,49,0
03-06-00,0,79,48,0
04-06-00,0,83,54,0
05-06-00,0.01,66,54,1
06-06-00,0.1,62,52,1
07-06-00,0.05,58,51,1
08-06-00,0.15,63,50,1
09-06-00,0.1,60,47,1
10-06-00,0.06,59,47,1
11-06-00,0.56,55,47,1
12-06-00,0.55,62,52,1
13-06-00,0,66,51,0
14-06-00,0,62,54,0
15-06-00,0,66,50,0
16-06-00,0,73,50,0
17-06-00,0,80,52,0
18-06-00,0.01,61,52,1
19-06-00,0,65,52,0
20-06-00,0,74,49,0
21-06-00,0,69,56,0
22-06-00,0,67,53,0
23-06-00,0,69,50,0
24-06-00,0.01,69,53,1
25-06-00,0,80,54,0
26-06-00,0,83,56,0
27-06-00,0,88,58,0
28-06-00,0,87,59,0
29-06-00,0,72,53,0
30-06-00,0.01,66,54,1
01-07-00,0.04,66,53,1
02-07-00,0.06,65,51,1
03-07-00,0.02,62,51,1
04-07-00,0,67,52,0
05-07-00,0,72,50,0
06-07-00,0,72,53,0
07-07-00,0,77,53,0
08-07-00,0,68,53,0
09-07-00,0,68,55,0
10-07-00,0,71,53,0
11-07-00,0,71,54,0
12-07-00,0,77,55,0
13-07-00,0,72,56,0
14-07-00,0,69,55,0
15-07-00,0,74,52,0
16-07-00,0,82,56,0
17-07-00,0,82,56,0
18-07-00,0,69,55,0
19-07-00,0,77,53,0
20-07-00,0,80,55,0
21-07-00,0,83,56,0
22-07-00,0.11,63,56,1
23-07-00,0,74,58,0
24-07-00,0,79,57,0
25-07-00,0,72,56,0
26-07-00,0,72,54,0
27-07-00,0,78,59,0
28-07-00,0,73,60,0
29-07-00,0,81,59,0
30-07-00,0,85,62,0
31-07-00,0,79,57,0
01-08-00,0,77,59,0
02-08-00,0,78,52,0
03-08-00,0,79,54,0
04-08-00,0,83,58,0
05-08-00,0,81,56,0
06-08-00,0,72,56,0
07-08-00,0,73,57,0
08-08-00,0,82,54,0
09-08-00,0,70,54,0
10-08-00,0,70,54,0
11-08-00,0,70,53,0
12-08-00,0,74,53,0
13-08-00,0,70,51,0
14-08-00,0,68,50,0
15-08-00,0,67,50,0
16-08-00,0,73,53,0
17-08-00,0,73,50,0
18-08-00,0.28,65,54,1
19-08-00,0,68,53,0
20-08-00,0,73,54,0
21-08-00,0,75,54,0
22-08-00,0,80,55,0
23-08-00,0,83,57,0
24-08-00,0,71,56,0
25-08-00,0.01,74,57,1
26-08-00,0.01,68,55,1
27-08-00,0,68,53,0
28-08-00,0,75,50,0
29-08-00,0.03,67,52,1
30-08-00,0,69,56,0
31-08-00,0,65,53,0
01-09-00,0,66,50,0
02-09-00,0.04,66,50,1
03-09-00,0.02,69,51,1
04-09-00,0,69,48,0
05-09-00,0,62,48,0
06-09-00,0.01,68,53,1
07-09-00,0.07,61,48,1
08-09-00,0.07,64,52,1
09-09-00,0.18,61,52,1
10-09-00,0.3,61,51,1
11-09-00,0,67,50,0
12-09-00,0,75,51,0
13-09-00,0,77,53,0
14-09-00,0,84,59,0
15-09-00,0,73,59,0
16-09-00,0,69,57,0
17-09-00,0,72,54,0
18-09-00,0.01,70,60,1
19-09-00,0.04,71,58,1
20-09-00,0.04,64,53,1
21-09-00,0,67,56,0
22-09-00,0,66,49,0
23-09-00,0,71,45,0
24-09-00,0,73,45,0
25-09-00,0,73,45,0
26-09-00,0,75,46,0
27-09-00,0,73,48,0
28-09-00,0,64,52,0
29-09-00,0.08,65,56,1
30-09-00,0.26,61,54,1
01-10-00,0.02,57,51,1
02-10-00,0,62,48,0
03-10-00,0,61,46,0
04-10-00,0,61,41,0
05-10-00,0,66,46,0
06-10-00,0,77,49,0
07-10-00,0,75,47,0
08-10-00,0,65,49,0
09-10-00,0.45,56,52,1
10-10-00,0.01,56,50,1
11-10-00,0,60,48,0
12-10-00,0,60,46,0
13-10-00,0.06,58,51,1
14-10-00,0,57,44,0
15-10-00,0,54,40,0
16-10-00,0.62,57,48,1
17-10-00,0.32,66,50,1
18-10-00,0,58,47,0
19-10-00,0.49,55,44,1
20-10-00,0.79,58,46,1
21-10-00,0,58,42,0
22-10-00,0,59,40,0
23-10-00,0,72,41,0
24-10-00,0,64,42,0
25-10-00,0,56,47,0
26-10-00,0,53,47,0
27-10-00,0.15,54,48,1
28-10-00,0.07,56,45,1
29-10-00,0.01,56,46,1
30-10-00,0,49,41,0
31-10-00,0.01,51,44,1
01-11-00,0,52,39,0
02-11-00,0,54,45,0
03-11-00,0,57,42,0
04-11-00,0.15,55,44,1
05-11-00,0.04,49,44,1
06-11-00,0.14,51,42,1
07-11-00,0,49,39,0
08-11-00,0.85,46,40,1
09-11-00,0.1,46,38,1
10-11-00,0,46,35,0
11-11-00,0,43,30,0
12-11-00,0,43,32,0
13-11-00,0,46,37,0
14-11-00,0,48,33,0
15-11-00,0,46,30,0
16-11-00,0,44,28,0
17-11-00,0,46,27,0
18-11-00,0,47,29,0
19-11-00,0,46,28,0
20-11-00,0,56,36,0
21-11-00,0,51,33,0
22-11-00,0,49,30,0
23-11-00,0.38,47,35,1
24-11-00,0.01,49,40,1
25-11-00,0.18,45,40,1
26-11-00,1.12,48,44,1
27-11-00,0,47,37,0
28-11-00,0,48,31,0
29-11-00,0.25,48,41,1
30-11-00,0.05,52,44,1
01-12-00,0.04,55,39,1
02-12-00,0.18,51,37,1
03-12-00,0,44,34,0
04-12-00,0,51,37,0
05-12-00,0,50,36,0
06-12-00,0,50,35,0
07-12-00,0,40,34,0
08-12-00,0.02,45,30,1
09-12-00,0.06,43,36,1
10-12-00,0,40,30,0
11-12-00,0,37,28,0
12-12-00,0,37,28,0
13-12-00,0,37,30,0
14-12-00,0.26,46,28,1
15-12-00,0,42,35,0
16-12-00,0.75,53,34,1
17-12-00,0,48,34,0
18-12-00,0,44,33,0
19-12-00,0,41,32,0
20-12-00,0.06,43,31,1
21-12-00,0.08,47,41,1
22-12-00,0.27,46,38,1
23-12-00,0.24,46,41,1
24-12-00,0,46,42,0
25-12-00,0.04,50,41,1
26-12-00,0.06,52,43,1
27-12-00,0.01,49,40,1
28-12-00,0,46,36,0
29-12-00,0.1,46,35,1
30-12-00,0.06,52,41,1
31-12-00,0.28,48,40,1
01-01-01,0,50,34,0
02-01-01,0,55,39,0
03-01-01,0.36,49,40,1
04-01-01,0.6,55,45,1
05-01-01,0.21,52,40,1
06-01-01,0,46,36,0
07-01-01,0,57,34,0
08-01-01,0.05,51,37,1
09-01-01,0.03,49,33,1
10-01-01,0,51,41,0
11-01-01,0,50,41,0
12-01-01,0,44,39,0
13-01-01,0.06,41,37,1
14-01-01,0.01,41,37,1
15-01-01,0,42,30,0
16-01-01,0,39,27,0
17-01-01,0.08,40,28,1
18-01-01,0.16,43,39,1
19-01-01,0.04,48,37,1
20-01-01,0.01,48,37,1
21-01-01,0.76,45,40,1
22-01-01,0,53,34,0
23-01-01,0,56,47,0
24-01-01,0.07,48,38,1
25-01-01,0,48,31,0
26-01-01,0,50,34,0
27-01-01,0,44,29,0
28-01-01,0.16,43,28,1
29-01-01,0.09,47,37,1
30-01-01,0.01,44,40,1
31-01-01,0,47,38,0
01-02-01,0.06,50,36,1
02-02-01,0.29,48,35,1
03-02-01,0.17,47,37,1
04-02-01,0.37,52,40,1
05-02-01,0,44,38,0
06-02-01,0.04,42,32,1
07-02-01,0,41,26,0
08-02-01,0.27,37,31,1
09-02-01,0,47,34,0
10-02-01,0,47,30,0
11-02-01,0,49,32,0
12-02-01,0,47,30,0
13-02-01,0,47,29,0
14-02-01,0,44,30,0
15-02-01,0.17,43,31,1
16-02-01,0.44,39,31,1
17-02-01,0.06,50,34,1
18-02-01,0.07,50,37,1
19-02-01,0,51,34,0
20-02-01,0,54,35,0
21-02-01,0.13,56,39,1
22-02-01,0,50,37,0
23-02-01,0,47,36,0
24-02-01,0,49,37,0
25-02-01,0,49,35,0
26-02-01,0,49,30,0
27-02-01,0,55,33,0
28-02-01,0,51,33,0
01-03-01,0.23,46,35,1
02-03-01,0,46,35,0
03-03-01,0,47,31,0
04-03-01,0,54,33,0
05-03-01,0,59,43,0
06-03-01,0,62,40,0
07-03-01,0.07,66,38,1
08-03-01,0.13,51,43,1
09-03-01,0.04,50,40,1
10-03-01,0,49,40,0
11-03-01,0,50,40,0
12-03-01,0,50,44,0
13-03-01,0.13,50,39,1
14-03-01,0,50,36,0
15-03-01,0.32,44,39,1
16-03-01,0,45,36,0
17-03-01,0.01,51,40,1
18-03-01,0.58,53,44,1
19-03-01,0.01,49,38,1
20-03-01,0,54,36,0
21-03-01,0,53,38,0
22-03-01,0,57,34,0
23-03-01,0,59,38,0
24-03-01,0.21,63,41,1
25-03-01,0.25,55,40,1
26-03-01,0.16,50,37,1
27-03-01,0.41,48,37,1
28-03-01,0.02,49,42,1
29-03-01,0,49,39,0
30-03-01,0.07,53,42,1
31-03-01,0.09,53,41,1
01-04-01,0.21,50,37,1
02-04-01,0.29,45,35,1
03-04-01,0,46,36,0
04-04-01,0,67,34,0
05-04-01,0.2,49,41,1
06-04-01,0.06,47,38,1
07-04-01,0,50,37,0
08-04-01,0,51,38,0
09-04-01,0,53,36,0
10-04-01,0.78,44,38,1
11-04-01,0,56,37,0
12-04-01,0.06,47,38,1
13-04-01,0,50,38,0
14-04-01,0,52,36,0
15-04-01,0,64,38,0
16-04-01,0.24,65,45,1
17-04-01,0.23,54,45,1
18-04-01,0.1,57,43,1
19-04-01,0,56,42,0
20-04-01,0,59,43,0
21-04-01,0,61,40,0
22-04-01,0.05,51,43,1
23-04-01,0.03,59,46,1
24-04-01,0,69,50,0
25-04-01,0,71,49,0
26-04-01,0,65,48,0
27-04-01,0.03,56,46,1
28-04-01,0.13,51,43,1
29-04-01,0.18,53,44,1
30-04-01,0.57,53,42,1
01-05-01,0.01,54,42,1
02-05-01,0,57,41,0
03-05-01,0,59,39,0
04-05-01,0.08,57,43,1
05-05-01,0.01,55,42,1
06-05-01,0,61,40,0
07-05-01,0,69,42,0
08-05-01,0,58,47,0
09-05-01,0,60,40,0
10-05-01,0,62,41,0
11-05-01,0,69,47,0
12-05-01,0.01,67,49,1
13-05-01,0.05,63,49,1
14-05-01,0.54,53,47,1
15-05-01,0.56,59,47,1
16-05-01,0.01,59,44,1
17-05-01,0,56,42,0
18-05-01,0,61,45,0
19-05-01,0,60,46,0
20-05-01,0,65,45,0
21-05-01,0,74,47,0
22-05-01,0,83,54,0
23-05-01,0,84,54,0
24-05-01,0,70,52,0
25-05-01,0,84,48,0
26-05-01,0,74,52,0
27-05-01,0,68,50,0
28-05-01,0.12,55,46,1
29-05-01,0,62,43,0
30-05-01,0,69,47,0
31-05-01,0,85,49,0
01-06-01,0.18,60,47,1
02-06-01,0.48,57,47,1
03-06-01,0.01,59,44,1
04-06-01,0,61,45,0
05-06-01,0.05,60,49,1
06-06-01,0.03,64,51,1
07-06-01,0,74,51,0
08-06-01,0.1,73,55,1
09-06-01,0.11,60,50,1
10-06-01,0.09,60,48,1
11-06-01,1.16,53,45,1
12-06-01,0.06,57,45,1
13-06-01,0,66,48,0
14-06-01,0,62,49,0
15-06-01,0,64,50,0
16-06-01,0,65,50,0
17-06-01,0,65,49,0
18-06-01,0,68,50,0
19-06-01,0,78,51,0
20-06-01,0,79,54,0
21-06-01,0,77,54,0
22-06-01,0,64,52,0
23-06-01,0,64,49,0
24-06-01,0.16,57,50,1
25-06-01,0,67,50,0
26-06-01,0.01,73,54,1
27-06-01,0.61,65,57,1
28-06-01,0,66,53,0
29-06-01,0,69,50,0
30-06-01,0,71,49,0
01-07-01,0,70,53,0
02-07-01,0,78,51,0
03-07-01,0,83,56,0
04-07-01,0,77,54,0
05-07-01,0,69,53,0
06-07-01,0,70,51,0
07-07-01,0,73,49,0
08-07-01,0,78,54,0
09-07-01,0,82,58,0
10-07-01,0,78,54,0
11-07-01,0,77,53,0
12-07-01,0,75,53,0
13-07-01,0,67,50,0
14-07-01,0,66,53,0
15-07-01,0.11,59,52,1
16-07-01,0.65,66,51,1
17-07-01,0,65,54,0
18-07-01,0,69,51,0
19-07-01,0,73,57,0
20-07-01,0,73,54,0
21-07-01,0.01,64,54,1
22-07-01,0,72,56,0
23-07-01,0,77,53,0
24-07-01,0.01,72,56,1
25-07-01,0,77,54,0
26-07-01,0,73,52,0
27-07-01,0.07,70,51,1
28-07-01,0.18,65,55,1
29-07-01,0,67,54,0
30-07-01,0,71,51,0
31-07-01,0,66,51,0
01-08-01,0,69,51,0
02-08-01,0.07,74,58,1
03-08-01,0.05,69,57,1
04-08-01,0,69,56,0
05-08-01,0,72,57,0
06-08-01,0,74,60,0
07-08-01,0,74,59,0
08-08-01,0,79,57,0
09-08-01,0,87,60,0
10-08-01,0,88,60,0
11-08-01,0,82,55,0
12-08-01,0,86,56,0
13-08-01,0,78,56,0
14-08-01,0,78,54,0
15-08-01,0,74,54,0
16-08-01,0,65,54,0
17-08-01,0,70,55,0
18-08-01,0,71,55,0
19-08-01,0,71,56,0
20-08-01,0,71,51,0
21-08-01,0.59,64,55,1
22-08-01,1.41,66,55,1
23-08-01,0.2,63,54,1
24-08-01,0,71,53,0
25-08-01,0,76,53,0
26-08-01,0,78,54,0
27-08-01,0,72,54,0
28-08-01,0,75,58,0
29-08-01,0,77,57,0
30-08-01,0,73,56,0
31-08-01,0,71,59,0
01-09-01,0.03,66,58,1
02-09-01,0,70,54,0
03-09-01,0.03,68,55,1
04-09-01,0,65,54,0
05-09-01,0,64,51,0
06-09-01,0,61,48,0
07-09-01,0,68,54,0
08-09-01,0,74,49,0
09-09-01,0,72,53,0
10-09-01,0,74,51,0
11-09-01,0,75,53,0
12-09-01,0,77,53,0
13-09-01,0,76,54,0
14-09-01,0,77,53,0
15-09-01,0,76,51,0
16-09-01,0,58,51,0
17-09-01,0.02,57,52,1
18-09-01,0.04,61,53,1
19-09-01,0,66,51,0
20-09-01,0,67,49,0
21-09-01,0.05,64,53,1
22-09-01,0,77,53,0
23-09-01,0,75,53,0
24-09-01,0,64,54,0
25-09-01,0.36,60,55,1
26-09-01,0.3,60,48,1
27-09-01,0,58,44,0
28-09-01,0,65,45,0
29-09-01,0,71,50,0
30-09-01,0,65,52,0
01-10-01,0,70,50,0
02-10-01,0,66,49,0
03-10-01,0,62,48,0
04-10-01,0,71,50,0
05-10-01,0,71,48,0
06-10-01,0.02,62,48,1
07-10-01,0.02,56,47,1
08-10-01,0.01,58,46,1
